year,region,city,business_activity,business_examples,smes_count,avg_capital,avg_rent_monthly_est,rent_source,operating_costs_monthly,competition_level,required_permits
2024,منطقة نجران,نجران,انشطة المكاتب الرئيسية، والانشطة الاستشارية في مجال الادارة,استشارات إدارية | تخطيط أعمال | تطوير استراتيجيات شركات,14,145000,33544,actual,162707,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة المكتبات والمحفوظات والمتاحف والانشطة الثقافية الاخرى,مكتبة عامة خاصة | متحف خاص | مركز أرشفة ووثائق,16,122500,48987,actual,4236,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة المنظمات ذات العضوية,جمعية مهنية | نادي أعمال | جمعية حرفيين,112,135000,48987,actual,75518,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة النشر,دار نشر كتب | نشر إلكتروني | إصدار مجلات متخصصة,14,134500,48987,actual,147786,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة انتاج الافلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,إنتاج فيديوهات دعائية | استوديو تسجيل صوتي | إنتاج أفلام قصيرة,6,132500,48987,actual,38256,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة تقديم الخدمات للمباني وتجميل المواقع,شركة نظافة مباني | تنسيق حدائق | مكافحة حشرات,508,139500,48987,actual,462882,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,جمع النفايات التجارية | إعادة تدوير البلاستيك | فرز مخلفات,40,157000,48987,actual,66996,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة خدمات الاطعمة والمشروبات,مطعم وجبات سريعة | كوفي شوب | محل عصائر,5108,151000,48987,actual,2815226,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة نجران,نجران,انشطة خدمات دعم التعدين,نقل معدات التعدين | صيانة مواقع التعدين | خدمات تشغيل المناجم,5,225000,48987,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,انشطة زراعة المحاصيل والانتاج الحيواني والصيد والخدمات المتصلة,مزرعة خضروات | مشروع تربية أغنام | إنتاج عسل ومنتجات نحل,2045,181500,26761,actual,19364,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,محل ملابس | سوبرماركت | محل عطور,8956,162500,26761,actual,10966904,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,مستودع مواد غذائية بالجملة | تاجر جملة للمنظفات | جملة الأدوات المكتبية,2223,168000,48987,actual,9824490,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تجارة الجملة والتجزئة ، واصلاح المركبات ذات المحركات والدراجات النارية,معرض سيارات مع صيانة | محل بيع قطع غيار وصيانة | ورشة بيع وإصلاح دراجات نارية,2976,147500,26761,actual,6513887,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تجميع المياه ومعالجتها وتوصيلها,محطة تنقية مياه | تعبئة مياه شرب | توزيع مياه للمباني,112,239000,48987,actual,79168,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تشييد المباني,مقاول بناء فلل | شركة بناء عمائر سكنية | تنفيذ مباني تجارية,12214,160000,48987,actual,4242312,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تعدين الفحم والليغنيت,استخراج فحم | تشغيل مناجم فحم | معالجة خامات فحم,6,123500,48987,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تعدين ركازات الفلزات,استخراج خام الحديد | تعدين النحاس | تعدين خامات معدنية,11,135000,48987,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,تمويل التامين واعادة التامين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الالزامي,شركة تأمين | إعادة تأمين | إدارة صناديق تقاعد,3,127500,48987,actual,1505808,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,توصيل الكهرباء والغاز والبخار وتكييف الهواء,تمديدات كهربائية صناعية | شبكات غاز | أنظمة تكييف مركزية,28,210500,48987,actual,198834,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صناعة الالات والمعدات غير المصنفة في موضع اخر,تصنيع معدات تعبئة | إنتاج معدات ورش | تصنيع معدات خفيفة,19,152000,48987,actual,303006,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,تجميع مقطورات | تصنيع هياكل مركبات | تصنيع عربات نقل,18,131000,48987,actual,114080,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صناعة معدات النقل الاخرى,تصنيع دراجات | تصنيع عربات خفيفة | معدات نقل خاصة,9,230000,48987,actual,6447,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة نجران,نجران,صنع الاثاث,مصنع كنب | ورشة أثاث مكتبي | تفصيل غرف نوم,376,141000,48987,actual,503008,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع الحواسيب والمنتجات الالكترونية والبصرية,تجميع حواسيب | تصنيع شاشات إلكترونية | إنتاج أجهزة استشعار,19,158000,48987,actual,34707,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع الفلزات القاعدية,مصهر معادن | تصنيع سبائك | معالجة خامات معدنية,84,138000,48987,actual,452915,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع المعدات الكهربائية,تصنيع لوحات كهربائية | إنتاج مفاتيح ومقابس | تصنيع محولات صغيرة,19,141000,48987,actual,771696,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع المنتجات الصيدلانية الاساسية والمستحضرات الصيدلانية,مصنع أدوية | إنتاج مكملات دوائية | تصنيع مراهم طبية,26,138000,26761,actual,49036,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع فحم الكوك والمنتجات النفطية المكررة,تكرير مشتقات نفطية | إنتاج زيوت صناعية | تصنيع وقود مشتق,2,127500,48987,actual,73851,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع منتجات المطاط واللدائن,مصنع عبوات بلاستيكية | تصنيع مواسير PVC | منتجات مطاطية,73,158500,48987,actual,676222,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع منتجات المعادن اللافلزية الاخرى,مصنع بلاط | مصنع طوب | مصنع زجاج,783,180000,48987,actual,1625594,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صنع منتجات المعادن المشكلة ( باستثناء الالات والمعدات ),مصنع أبواب حديد | ورشة تشكيل خزانات معدنية | تصنيع رفوف معدنية,951,176500,48987,actual,1163250,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صيد الاسماك وتربية المائيات,مزرعة أسماك | مشروع أقفاص بحرية | تربية روبيان,91,146000,26761,actual,19364,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الاثاث ، صُنع اصناف من القش ومواد الضفر,ورشة تصنيع أبواب خشبية | تصنيع صناديق خشب | منتجات ديكور خشبية,252,158000,48987,actual,206696,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع المشروبات,مصنع عصائر | مصنع مياه منكهة | إنتاج مشروبات غازية,32,136000,48987,actual,241109,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة نجران,نجران,صُنع الملبوسات,مشغل خياطة | مصنع عباءات | مصنع زي موحد,1200,149000,48987,actual,371129,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع المنتجات الجلدية والمنتجات ذات الصلة,مصنع أحذية جلدية | تصنيع حقائب | منتجات جلدية صغيرة,9,124500,48987,actual,23625,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع المنتجات الغذائية,مصنع حلويات | مصنع معجنات | مصنع تعبئة التمور,632,154000,48987,actual,1456040,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع المنسوجات,مصنع أقمشة | إنتاج مفروشات | تصنيع ستائر,165,157000,48987,actual,248035,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع المواد الكيميائية والمنتجات الكيميائية,مصنع منظفات | إنتاج دهانات | مصنع مواد تنظيف صناعية,50,130500,48987,actual,3514529,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,صُنع الورق ومنتجات الورق,مصنع مناديل ورقية | إنتاج كراتين | تصنيع أكياس ورقية,79,149000,48987,actual,209981,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة نجران,نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والانشطة المتصلة بها,وكالة سفر | تنظيم رحلات سياحية | مكتب حجز فنادق وتذاكر,53,162000,48987,actual,155595,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,ابحاث الاعلان والسوق,شركة أبحاث سوق | قياس رضا العملاء | دراسات سلوك المستهلك,28,64000,24565,actual,291058,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,اصلاح اجهزة الحاسوب والسلع الشخصية والمنزلية,صيانة لابتوبات | تصليح جوالات | إصلاح أجهزة منزلية,167,76500,43117,actual,221473,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,اصلاح وتركيب الالات والمعدات,صيانة مولدات كهربائية | تركيب معدات مصانع | إصلاح مضخات ومعدات تشغيل,101,72500,43117,actual,432430,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الاتصالات,مزود خدمة اتصالات | مركز اتصالات وتقنية | خدمات شبكات اتصال,24,71000,43117,actual,132580,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الادارة العامة والدفاع ؛ والضمان الاجتماعي الالزامي,خدمات حكومية تشغيلية | مراكز خدمة عامة | خدمات إدارية عامة,6,67000,43117,actual,233087,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الاقامة,فندق صغير | شقق مفروشة | نزل سياحي,55,82000,43117,actual,1274700,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | تصريح سلامة غذاء (هيئة الغذاء والدواء SFDA) | شهادة صحية للعاملين
2024,منطقة الرياض,وادي الدواسر,الانشطة الابداعية والفنون وانشطة الترفيه,استوديو تصميم فني | مركز رسم وفنون | تنظيم عروض ترفيهية,3,66000,43117,actual,143164,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة الاخرى للتعدين واستغلال المحاجر,محجر رمل | كسارة حجر | استخراج مواد بناء,9,55500,43117,actual,243357,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة الادارية للمكاتب ، وانشطة الدعم للمكاتب وغير ذلك من انشطة الدعم للاعمال,مركز طباعة وتصوير | خدمة إدخال بيانات | مركز اتصال وخدمات مكتبية,140,75500,24565,actual,233087,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة الايجارية,تأجير سيارات | تأجير معدات بناء | تأجير أثاث للمناسبات,373,71000,43117,actual,231761,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة الرياضية وانشطة التسلية والترفيه,نادي رياضي | مركز ألعاب إلكترونية | ملعب كرة قدم تجاري,16,63500,43117,actual,155708,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة العقارية,مكتب عقار | إدارة أملاك | تسويق وتأجير عقارات,73,93000,43117,actual,485648,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة القانونية وانشطة المحاسبة,مكتب محاماة | مكتب محاسبة قانونية | خدمات مراجعة حسابات,11,67000,24565,actual,183754,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الانشطة المهنية والعلمية والتقنية الاخرى,استشارات بيئية | خدمات فحص وتقييم | بحوث تقنية متخصصة,14,83500,24565,actual,159778,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,التخزين وانشطة الدعم للنقل,مستودعات تخزين | خدمات تخليص شحنات | مركز لوجستي,126,118000,43117,actual,756660,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الرياض,وادي الدواسر,التعليم,مركز دروس خصوصية | معهد تدريب لغات | مركز تدريب حاسب,57,91000,43117,actual,454315,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | ترخيص نشاط تعليمي/تدريبي من الجهة المختصة
2024,منطقة الرياض,وادي الدواسر,الصحة البشرية,عيادة أسنان | مجمع طبي | مركز علاج طبيعي,26,95000,43117,actual,841068,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة الرياض,وادي الدواسر,الصرف الصحي,خدمات شبكات صرف صحي | محطة معالجة صرف | صيانة أنظمة صرف,6,56500,43117,actual,28124,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,الصناعة التحويلية الاخرى,مصنع منتجات متنوعة | مشغل تصنيع بسيط | خطوط إنتاج صغيرة متعددة,5,80500,43117,actual,223718,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص صناعي/ورشة
2024,منطقة الرياض,وادي الدواسر,الطباعة واستنساخ وسائط الاعلام المسجّلة,مطبعة تجارية | طباعة بروشورات | طباعة ملصقات وستيكرات,12,71500,43117,actual,322389,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,منطقة الرياض,وادي الدواسر,النقل البري و النقل عبر الانابيب,شركة نقل بضائع | نقل مياه بالصهاريج | خدمة شحن بري,994,102500,43117,actual,601840,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الرياض,وادي الدواسر,النقل الجوي,شحن جوي | خدمات طيران خاص | نقل بضائع جوًا,6,103000,43117,actual,16873,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,منطقة الرياض,وادي الدواسر,الهندسة المدنية,مكتب إشراف هندسي | تصميم طرق وبنية تحتية | استشارات مشاريع إنشائية,28,70000,43117,actual,687514,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة الاستخدام,مكتب استقدام عمالة منزلية | توفير عاملات منزليات | خدمات تشغيل عمالة منزلية,47,69500,43117,actual,143006,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة الامن والتحقيقات,شركة حراسات أمنية | أنظمة مراقبة | خدمات تحقيق ومتابعة,4,58500,43117,actual,164170,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من انشطة,شركة تطوير تطبيقات | برمجة مواقع إلكترونية | استشارات تقنية معلومات,15,83500,24565,actual,236704,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,شركة توصيل طرود | خدمات بريد سريع | توصيل طلبات محلية,3,59000,43117,actual,73217,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة التشييد المتخصصة,أعمال اللياسة والدهان | تركيب الجبس والأسقف | أعمال العزل المائي والحراري,285,104000,43117,actual,3392747,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة الخدمات الشخصية الاخرى,صالون حلاقة رجالي | مركز تجميل نسائي | مغسلة ملابس,620,76000,43117,actual,857759,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة الخدمات المالية ، فيما عدا تمويل التامين وصناديق المعاشات,شركة وساطة مالية | خدمات تحويل أموال | استشارات مالية,6,74000,43117,actual,1505808,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة العمل الاجتماعي، دون اقامة,مركز رعاية نهارية | خدمة دعم أسري واجتماعي | مركز تأهيل اجتماعي نهاري,27,62500,43117,actual,146660,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,مكتب تصميم معماري | مكتب هندسي | مختبر فحص مواد البناء,72,73000,43117,actual,405879,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة المكاتب الرئيسية، والانشطة الاستشارية في مجال الادارة,استشارات إدارية | تخطيط أعمال | تطوير استراتيجيات شركات,1,58000,24565,actual,162707,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة المكتبات والمحفوظات والمتاحف والانشطة الثقافية الاخرى,مكتبة عامة خاصة | متحف خاص | مركز أرشفة ووثائق,3,61500,43117,actual,4236,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة المنظمات ذات العضوية,جمعية مهنية | نادي أعمال | جمعية حرفيين,24,63500,43117,actual,75518,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة تقديم الخدمات للمباني وتجميل المواقع,شركة نظافة مباني | تنسيق حدائق | مكافحة حشرات,55,62000,43117,actual,462882,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,منطقة الرياض,وادي الدواسر,انشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,جمع النفايات التجارية | إعادة تدوير البلاستيك | فرز مخلفات,7,70000,43117,actual,66996,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
